/data/clc_hcmus/TNhan/data/k400_resized/playing_tennis/SDLwIwg4118.mp4 8
/data/clc_hcmus/TNhan/data/k400_resized/playing_basketball/lvbpKy9LRmI.mp4 6
/data/clc_hcmus/TNhan/data/k400_resized/zumba/99UnfsmShvk.mp4 4
/data/clc_hcmus/TNhan/data/k400_resized/playing_tennis/AQ3bm8nnfEU.mp4 8
/data/clc_hcmus/TNhan/data/k400_resized/breakdancing/RqAJ2SV3Z44.mp4 1
/data/clc_hcmus/TNhan/data/k400_resized/zumba/cg-HiTgqI-g.mp4 4
/data/clc_hcmus/TNhan/data/k400_resized/playing_tennis/7Ql-LsA1aJY.mp4 8
/data/clc_hcmus/TNhan/data/k400_resized/playing_tennis/vtDI6uzhZps.mp4 8
/data/clc_hcmus/TNhan/data/k400_resized/playing_volleyball/8wppcLJ2AZ4.mp4 9
/data/clc_hcmus/TNhan/data/k400_resized/zumba/zJ02DQzZ8eg.mp4 4
/data/clc_hcmus/TNhan/data/k400_resized/playing_volleyball/qY6PrufkbO0.mp4 9
/data/clc_hcmus/TNhan/data/k400_resized/playing_basketball/egZS6NZehww.mp4 6
/data/clc_hcmus/TNhan/data/k400_resized/breakdancing/EUP1HeELJgw.mp4 1
/data/clc_hcmus/TNhan/data/k400_resized/playing_volleyball/l8boztVhl7w.mp4 9
/data/clc_hcmus/TNhan/data/k400_resized/playing_ice_hockey/vTsxfRrFpfQ.mp4 7
/data/clc_hcmus/TNhan/data/k400_resized/playing_ice_hockey/x0TPvkU_nJ0.mp4 7
/data/clc_hcmus/TNhan/data/k400_resized/breakdancing/Eyge_IqAM1Y.mp4 1
/data/clc_hcmus/TNhan/data/k400_resized/playing_tennis/_K1kuSGS78w.mp4 8
/data/clc_hcmus/TNhan/data/k400_resized/zumba/xouK785KE-E.mp4 4
/data/clc_hcmus/TNhan/data/k400_resized/zumba/z2jxgepivRM.mp4 4
/data/clc_hcmus/TNhan/data/k400_resized/playing_ice_hockey/a2EU68LEs3A.mp4 7
/data/clc_hcmus/TNhan/data/k400_resized/playing_tennis/ZyOZZnTUQsw.mp4 8
/data/clc_hcmus/TNhan/data/k400_resized/playing_tennis/jkI53-7Yfuk.mp4 8
/data/clc_hcmus/TNhan/data/k400_resized/playing_basketball/R62R51mUMRE.mp4 6
/data/clc_hcmus/TNhan/data/k400_resized/playing_basketball/wrAMhzLywLA.mp4 6
/data/clc_hcmus/TNhan/data/k400_resized/playing_volleyball/qD9rGjacPRM.mp4 9
/data/clc_hcmus/TNhan/data/k400_resized/breakdancing/OLAZuTi_TCQ.mp4 1
/data/clc_hcmus/TNhan/data/k400_resized/playing_tennis/SgqkBcCL4QU.mp4 8
/data/clc_hcmus/TNhan/data/k400_resized/playing_volleyball/1Lo7-qLcsoA.mp4 9
/data/clc_hcmus/TNhan/data/k400_resized/playing_tennis/bNCcEcNDoKg.mp4 8
/data/clc_hcmus/TNhan/data/k400_resized/salsa_dancing/0UnO2yzfTJA.mp4 2
/data/clc_hcmus/TNhan/data/k400_resized/playing_tennis/aMc2utpMDyc.mp4 8
/data/clc_hcmus/TNhan/data/k400_resized/salsa_dancing/lYyGh1oiv10.mp4 2
/data/clc_hcmus/TNhan/data/k400_resized/playing_volleyball/PgEWon5Y2ZI.mp4 9
/data/clc_hcmus/TNhan/data/k400_resized/playing_volleyball/oKlAqwo8xlY.mp4 9
/data/clc_hcmus/TNhan/data/k400_resized/playing_basketball/7nd2oNeI3d0.mp4 6
/data/clc_hcmus/TNhan/data/k400_resized/breakdancing/ISCcqDHh_dA.mp4 1
/data/clc_hcmus/TNhan/data/k400_resized/playing_volleyball/3aJwI6hj2tg.mp4 9
/data/clc_hcmus/TNhan/data/k400_resized/playing_basketball/J9B0w3zIwGE.mp4 6
/data/clc_hcmus/TNhan/data/k400_resized/salsa_dancing/obn_012OKN8.mp4 2
/data/clc_hcmus/TNhan/data/k400_resized/playing_tennis/FZVIxsv8lh4.mp4 8
/data/clc_hcmus/TNhan/data/k400_resized/dancing_ballet/G0kNaDV-ZXw.mp4 0
/data/clc_hcmus/TNhan/data/k400_resized/zumba/RjgM3gnAZ7A.mp4 4
/data/clc_hcmus/TNhan/data/k400_resized/playing_basketball/_FlN3uWYzl0.mp4 6
/data/clc_hcmus/TNhan/data/k400_resized/breakdancing/SF0TRw7lmSA.mp4 1
