100.0, 100.0
AAB667vHVnc [-0.6875, -0.439453125, -0.517578125, -0.56103515625, -0.487548828125, -0.76611328125, -0.4775390625, -0.2286376953125, -0.52197265625, 3.826171875] 9 0 0
OU5dJpNHATk [-0.347900390625, -0.77392578125, 2.236328125, 3.552734375, -0.794921875, -0.352294921875, -0.68896484375, -0.7099609375, -0.80517578125, -0.85791015625] 3 0 0
br8nzdlk5eM [-1.0390625, -0.64697265625, 3.171875, 2.443359375, -0.779296875, -0.896484375, -0.73095703125, -0.6787109375, -0.861328125, -0.90087890625] 3 0 0
KSPA_DzZUQw [-0.59912109375, -0.207275390625, -0.390380859375, -0.84619140625, 3.880859375, -0.6318359375, -0.44482421875, -0.46728515625, -0.43359375, -0.49267578125] 4 0 0
T57MGARtSaM [-0.499755859375, -0.296875, -0.9404296875, -0.59326171875, -0.7509765625, -0.09246826171875, 3.75390625, -0.74853515625, -0.4873046875, -0.3505859375] 6 0 0
WFs-4aRUfmk [-0.8115234375, -0.477294921875, -0.74462890625, -0.69189453125, -0.53515625, -0.9443359375, 0.80419921875, -0.73681640625, -0.923828125, 3.734375] 9 0 0
4516t11fQWM [-0.5263671875, -0.433349609375, -0.544921875, -0.82666015625, -0.626953125, -0.59814453125, -0.12249755859375, -0.35693359375, 3.509765625, -0.401123046875] 8 0 0
Wy9255DnVLA [-0.63525390625, -0.52978515625, -0.5830078125, -0.7333984375, -0.61474609375, -0.327392578125, -0.55126953125, -0.2900390625, -0.1568603515625, 3.8125] 9 0 0
soaLU377oZA [-0.55322265625, -0.52880859375, -0.30859375, -0.5673828125, -0.45556640625, -0.39794921875, -0.44775390625, 4.01171875, -0.53759765625, -0.5654296875] 7 0 0
3mIvIgAlniY [-0.61962890625, -0.487060546875, -0.87744140625, -0.53662109375, -0.72314453125, -0.11578369140625, 3.85546875, -0.57177734375, -0.4541015625, -0.57470703125] 6 0 0
Os-vJnfpeeQ [0.75146484375, 0.63916015625, -0.1839599609375, -0.0152587890625, -0.609375, 0.07373046875, -0.279296875, 0.488037109375, -0.3525390625, 0.17138671875] 8 0 0
DABOOtlLIWE [-0.40625, -0.297607421875, -0.5263671875, 0.03607177734375, 3.81640625, -0.366943359375, -0.4345703125, -0.55322265625, -0.54736328125, -0.61376953125] 4 0 0
UT-CNhhagS4 [-0.9765625, -0.4501953125, -0.78955078125, -0.92626953125, -0.96435546875, -0.7392578125, 3.7578125, -0.70947265625, 0.016815185546875, -0.17919921875] 6 0 0
-bH-BrGmJnM [-0.44873046875, -0.475341796875, -0.370849609375, -0.47998046875, -0.4599609375, -0.20458984375, -0.45947265625, 3.884765625, -0.460205078125, -0.634765625] 7 0 0
EldbwC42gjM [-0.71533203125, -0.477783203125, -0.65087890625, -0.73681640625, -0.61474609375, -0.30712890625, 3.8203125, -0.6552734375, -0.2108154296875, -0.90185546875] 6 0 0
